Accession	Taxonomy
MH623056.1	Entamoeba_hartmanni_isolate_ZOTU1563_18S_ribosomal_RNA_gene,_partial_sequence
MH623050.1	Entamoeba_coli_isolate_ZOTU485_18S_ribosomal_RNA_gene,_partial_sequence
MH623061.1	Entamoeba_moshkovskii_isolate_ZOTU2095_18S_ribosomal_RNA_gene,_partial_sequence
MH623052.1	Entamoeba_sp._ZOTU_832_isolate_ZOTU832_18S_ribosomal_RNA_gene,_partial_sequence
EU017542.1	Entamoeba_sp._2233/04_18S_ribosomal_RNA_gene,_partial_sequence
KR025407.1.1400	Eukaryota;Amoebozoa;Archamoebae;Entamoebida;Entamoeba;Entamoeba_sp._RL9
D28490.1.1918	Eukaryota;Amoebozoa;Archamoebae;Entamoebida;Entamoeba;Entamoeba_gingivalis
DQ286371.1.1916	Eukaryota;Amoebozoa;Archamoebae;Entamoebida;Entamoeba;Entamoeba_equi
AAFB02001415.298.1771	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_1;Entamoeba_histolytica_HM-1:IMSS
AF149909.1.1942	Eukaryota;Amoebozoa;Archamoebae;Entamoebida;Entamoeba;Entamoeba_insolita
AF149908.1.1934_U	18S_rRNA_nucleus_strain_NIH:1092:1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_ranarum
AB282658.67.2011_U	18S_rRNA_nucleus_strain_HK-9_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686416.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686357.1.1848_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
FR686404.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686379.1.1900_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
FR686397.1.1810_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
FR686406.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686411.1.1379_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686422.1.1262_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686414.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
D28490.1.1918_U	18S_rRNA_nucleus_strain_ATCC30927_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_gingivalis
FR686418.1.1377_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686363.1.1858_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AF149912.1.1863_U	18S_rRNA_nucleus_strain_NIH:0191:1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_chattoni
Y11272.1.2267_U	18S_rRNA_nucleus_strain_HM1:IMSS_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
JX131959.1.922_U	18S_rRNA_nucleus_clone_CEss272_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
JX131975.1.922_U	18S_rRNA_nucleus_clone_CEss288_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AB444953.1.2106_U	18S_rRNA_nucleus_strain_UZG-EC-01_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
DQ286373.1.1944_U	18S_rRNA_nucleus_strain_EC_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_ecuadoriensis
FN666252.1.1921_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_bovis
FN666250.1.1921_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_bovis
FR686364.1.2100_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
JX131982.1.922_U	18S_rRNA_nucleus_clone_CEss295_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686395.1.1806_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
FR686359.1.1870_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686446.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686445.1.1262_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
JX131978.1.922_U	18S_rRNA_nucleus_clone_CEss291_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AF149909.1.1942_U	18S_rRNA_nucleus_strain_NIH:1192:1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_insolita
AJ566411.1.1863_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_struthionis
AB485592.72.2018_U	18S_rRNA_nucleus_strain_NASA6_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_nuttalli
JX131961.1.922_U	18S_rRNA_nucleus_clone_CEss274_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AF149911.1.2004_U	18S_rRNA_nucleus_strain_NIH:1091:1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AF149914.1.2101_U	18S_rRNA_nucleus_strain_IH:96/135_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686374.1.1900_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
JX132013.1.922_U	18S_rRNA_nucleus_clone_CEss326_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686429.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
DQ286371.1.1916_U	18S_rRNA_nucleus_strain_Aberystwyth_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_equi
FR686421.1.1380_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
JX132007.1.922_U	18S_rRNA_nucleus_clone_CEss320_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
JX131954.1.922_U	18S_rRNA_nucleus_clone_CEss267_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
DQ286372.1.1972_U	18S_rRNA_nucleus_strain_Hue_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_suis
FN666249.1.1921_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_bovis
JX132011.1.922_U	18S_rRNA_nucleus_clone_CEss324_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AB608092.1.1944_U	18S_rRNA_nucleus_strain_BF-841_cl1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686400.1.1823_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
AB749447.72.2019_U	18S_rRNA_nucleus_strain_GY4_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_nuttalli
FR686435.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686419.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
DQ286374.1.1036_U	18S_rRNA_nucleus_strain_Mabel_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
FR686380.1.1491_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
JX131944.1.922_U	18S_rRNA_nucleus_clone_CEss257_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AB445018.1.2146_U	18S_rRNA_nucleus_strain_MG-EM-01_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_muris
FR686415.1.1380_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
JX131943.1.922_U	18S_rRNA_nucleus_clone_CEss256_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
AF149913.1.1858_U	18S_rRNA_nucleus_strain_NIH:1293:1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
FR686381.1.1489_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
AF149915.1.2104_U	18S_rRNA_nucleus_strain_HU-1:CDC_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FN666253.1.1917_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686378.1.1898_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
JX132028.1.922_U	18S_rRNA_nucleus_clone_CEss341_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686417.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686444.1.1322_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686398.1.1826_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
AB720830.72.2018_U	18S_rRNA_nucleus_strain_NMP9_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_nuttalli
FR686412.1.1375_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686428.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686362.1.1864_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
JX131936.1.922_U	18S_rRNA_nucleus_clone_CEss249_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686376.1.1897_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
FR686383.1.1539_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
FR686394.1.1812_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
AB282660.67.2011_U	18S_rRNA_nucleus_strain_NOT-12_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
AB282657.67.2011_U	18S_rRNA_nucleus_strain_P19-061405_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_nuttalli
X89636.1.1054_U	18S_rRNA_nucleus_strain_HM1:IMSS_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686420.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686439.1.938_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
GQ423749.1.1847_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
JX131996.1.922_U	18S_rRNA_nucleus_clone_CEss309_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686430.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
JX131960.1.922_U	18S_rRNA_nucleus_clone_CEss273_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686436.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686438.1.845_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
GQ423748.1.1848_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686449.1.806_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
AB282659.67.2011_U	18S_rRNA_nucleus_strain_Rahman_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FN666251.1.1921_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_bovis
FR686427.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
JX132021.1.922_U	18S_rRNA_nucleus_clone_CEss334_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686403.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
AF149905.1.1965_U	18S_rRNA_nucleus_strain_IP-1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_invadens
FR686432.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686431.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
JX131952.1.922_U	18S_rRNA_nucleus_clone_CEss265_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686440.1.1371_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
AB197936.1.1941_U	18S_rRNA_nucleus_strain_EHMfas1_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
JX132010.1.922_U	18S_rRNA_nucleus_clone_CEss323_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686360.1.2081_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
JX131984.1.922_U	18S_rRNA_nucleus_clone_CEss297_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686361.1.1878_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686408.1.1262_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686377.1.1899_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
GQ423750.1.1848_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686426.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686425.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686437.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686392.1.1812_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
AF149907.1.1960_U	18S_rRNA_nucleus_strain_162-2005_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
AB749446.72.2019_U	18S_rRNA_nucleus_strain_LH4_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_nuttalli
FN396613.1.2100_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_muris
FR686375.1.1491_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_hartmanni
FR686356.1.1911_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_nuttalli
AF149906.1.1944_U	18S_rRNA_nucleus_strain_Laredo_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_moshkovskii
FR686365.1.1964_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
JX131992.1.922_U	18S_rRNA_nucleus_clone_CEss305_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
FR686402.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
AY769863.1.1958_U	18S_rRNA_nucleus_strain_PZ_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_invadens
FR686413.1.1377_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FN396614.1.2098_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FN666248.1.1921_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_bovis
AB282661.68.2015_U	18S_rRNA_nucleus_strain_SAW1734RclAR_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_dispar
FR686390.1.1197_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
X56991.1.1947_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686393.1.1825_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_polecki
JX132020.1.922_U	18S_rRNA_nucleus_clone_CEss333_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
X65163.522.2468_U	18S_rRNA_nucleus_strain_HM_1-IMSS_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
X64142.1.1946_U	18S_rRNA_nucleus_strain_HM1:IMSS_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686451.1.800_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
Z49256.1.1949_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_dispar
FR686434.1.931_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
AB426549.1.1946_U	18S_rRNA_nucleus_strain_JSK2004cl2_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_histolytica
FR686441.1.1262_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
AF149910.1.1943_U	18S_rRNA_nucleus_strain_M_Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_terrapinae
FR686442.1.1055_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686423.1.1260_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686407.1.1261_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686443.1.1262_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_coli
FR686358.1.1939_U	18S_rRNA_nucleus__Eukaryota_Amoebozoa_Conosa_Archamoebea_Archamoebea_X_Entamoebidae_Entamoeba_Entamoeba_sp.
